@RELATION comment
@ATTRIBUTE comm string
@attribute classe {-1,1}
@data
"Sometimes nervous really nervous punctuated just freaked all watching coming old classic however made new about as scary friendly favorite weaving wicker ago told heard going do started laughing got mad touting great just did n't think pull unfortunately right Gone outstanding original wonderfully powerful Instead affected acting apart many countless inundated lately watching 4th playing original remote Scottish lured there find missing young named new lured find missing missing exactly like young tried save fiery not long ago still never found Yet even completely cast north alone help find find full pretending many did n't get n't long afraid here Not even cloudy eyed blind make great often great so many personal preparing needed bad needed yet starting wonder changed wanted pleaded do so ",-1
"rental back donate Total rubbish Five watched same n't single heard yawning beautiful best look entire so-called comedic ",-1
"n't know begin cheap used make back late early full bad digital really cheesy sounding so bad not even funny terrible little now as just threw together forgot supposed Perhaps most ridiculous early several explosive even clearly stated remote detonated bad chase bad doing ludicrous completely pointless up doing so thrown clearly thrown vanished Then few later apparently unscathed even explosive planted shoot driving past then blow also clearly done confusing so point n't talking here talking cheap cheesy actually done better did never know only assume did blackmailed probably last ",-1
"said n't already pure beginning end keep laughing perfect get wild-style assorted infamous brought once again complete directing few other most likely n't recognize appear as well n't remember care done Supposedly based called Terrible find single anywhere interested reading see went wrong Instead apparently Probably made sell lame up easily best bad ever seen saying ",-1
"really bad mercifully short-lived starred made same also embarrassed cast particular too old fat pushing made Greek pretty much Other pointed many laughable so n't repeat here add amazed yet mentioned ridiculously tiny-looking big bloated also astonished high here far concerned good flogging really bad especially 20-plus original look no further Fatal avoid ",-1
"bad appalled find little made exploit young specifically distinct simulated next sad teenage watching late supposed think ",-1
"only avoid making interesting cogent feel virtuous sitting so many IMPORTANT so discernable away new invariably do pointless better spend staring ",-1
"tried remove considered also seen first least know general so n't some not make tired philosophical again again get bombarded again again forced endure long torturous awakened last now own vague about so n't seem still worried vague spoil n't read revealed temporary also revealed also revealed revealed Explaining further revealed go too much refrain writing revealed pounded Storyline So get last next short keep overly-stylized bullet-time going hoping alike appreciate more More later not spoil say no more already did still trying figure looking trying save all going pretty much last left martial peppered somewhat equal much more martial adding Special so often used waved really tiresome discussed alike nearly all found sequences--especially fight all heard too long tedious huge red either leave wanting slight more completely content just occured over-stylized over-the-top wooden uninspired first real not just looking good honestly n't think manage Reloaded anyway remind good n't regret not consistent actually not consistent first here n't too glaring--unlike Reloaded Special poured little just many just areslow-moed bullet-timed over-accentuated evident throw did throw real Sharp really helped first free obviously given already more less said tired full philosophical n't really bring shoving neglecting altogether given contemplate own acting stiff best good acting confused about all decent show flat make as cool provided noble also flat n't very believable always same much n't there very physical well enough once again brought weird too suffered actually most interesting instead just huge drawn beyond disappointing good own stand-alone not supposed taken still horrible n't see deep least see enjoyable interesting good few funny enough restrained amuse attentive Reloaded really give better 3rd Granted n't left ",-1
"definitely sorry really Most laughable only interesting last n't believe even made actually hard up ",-1
"interesting gone bad hidden left serial intriguing excruciatingly slow much other describe boring only interesting connecting tedious credible little do stretched Several supporting wasted including chief medical most notably featured DVD yet only spoken cracked Not recommended ",-1
"worst ever seen given free placed online non DVD related No given away surely part say found hilarious worst ever got on earth talented get involved unbelievable Mostly badly done wanting entertained avoid ",-1
"Just saw avoid filled minor all downhill there imagine trying imitate saw Just expanded over filled numbing dragged refunded prefaced controversial true only narcotic ",-1
"just flat unwatchable here somewhere so deeply buried horrid jarring indiscernible doing little inside talk imagine gore covered alien screaming prod well here loud obnoxious violent just extremely annoying Then so incredibly pompous impossible take right-wing Then Remember hated thousand-cuts-a-minute recent remake made enough here really crappy nu-metal said ",-1
"other main well acted played Too bad so boring Not knew did n't know expect thought wrong whole just talking talking talking only cool lose only got ",-1
"always thought little too cynical old n't bad not usually nice nasty rarely praiseNonetheless n't defend still dated still laugh cry Watching just ask stupid get cornier corny so corny fathom too many actually sitting entire basically trying get about involved ultimate more social-conscious old hear as knowing rich beautiful highest make utter even more about as innocent clean half made find Also hear then here almost even writing ",-1
"pretty dreadful not really inspired obvious Not visually stunning Actually visually annoying Most definitely easier finish fast forward watch free absolutely no other open really seeing little well maybe recommend not else think ",-1
"Veteran again erotic clearly 8MM as expected minuscule so already obscure newly released abducted dark underground international direct as long exclusive well not only lead also bed get finally mysterious getting great not much good say even promising far not sleazy explicit expect made first released gory contain really keep n't special maybe surprisingly many different hugely disappointing n't really remarkable either extremely creepy n't want meet dark only good see back again first ",-1
"Rented last first watched late wanted fix awful almost embarrassingly really thought put amateur delivering insipid hard believe actually typed read get excited about especially occurring poorly scripted always believed totally worthless Here few good say only acting whatsoever only took renting front even bemused acting moronic Unintentional remember seeing back still grind used include third prestige finally making Unfortunately most endure alone now communal jeering throwing so terrible to-- Trying Mostly n't need cajole plead disrobe extended usually actually speak supposed advance other yeah harder proudly all deliver expertly looking foolish trying act almost exclude n't supposed Irish actually attempting do just coming nice look took ",-1
"conquer old start new However thwart also like rekindle old significantly flawed also directed mysterious last black white create well relatively speaking not enough ",-1
